fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality_value,quality
12,0.91,0.96,52.5,0.231,176.1,365.9,1.01116,3.18,1.58,12,9,Great
11.4,0.55,0.78,45.9,0.4,143.7,251.7,1.01912,3.4,1.28,11.7,9,Great
8.5,0.59,0.96,40,0.168,175.2,399.1,1.00187,2.9,1.17,14,9,Great
11.7,1,1.28,41.4,0.103,130.7,265.6,1.02903,2.89,1.36,13.5,9,Great
13.7,0.91,1.44,51.5,0.425,227.1,236.4,1.00341,3.53,0.71,11.5,9,Great
11.3,1.08,1.32,53.3,0.138,145.2,285.4,1.01408,3.06,0.96,11.2,9,Great
12.6,0.92,0.74,56.5,0.172,125.9,304.3,1.01619,3.05,1.15,12.4,9,Great
10.7,0.84,0.66,39.9,0.141,139.6,342.6,1.0041,2.95,1.63,13.4,9,Great
9.7,0.99,1.2,45,0.483,183.1,311.7,1.02471,3.4,1.03,11.8,9,Great
12.4,0.77,1.19,44.2,0.305,233.1,216.5,1.02154,3.44,1.05,10.6,9,Great
13.7,0.96,1.03,33.6,0.256,120.7,237.5,1.01554,3.36,1.06,10.2,9,Great
10.7,1.37,1.24,57.2,0.285,130.7,369,1.02093,2.86,1.2,10.6,9,Great
13.5,0.92,0.72,56.4,0.288,154.1,376.2,1.01066,3.08,0.64,12.5,9,Great
14.1,1.1,1.06,32.2,0.189,199.2,222.4,1.01704,3.11,1.52,12,9,Great
11,1.16,0.99,41.2,0.246,254.7,303.7,1.00354,3.13,1.17,11.5,9,Great
10.5,1.08,1.37,39.5,0.3,172.2,300.5,1.02792,2.93,1.08,12.8,9,Great
12.5,1.06,0.88,36,0.315,222.1,321.1,1.01619,3.24,0.92,10.4,9,Great
11.4,0.86,1.01,50.6,0.307,217.5,282.9,1.01789,3.37,1.22,11.9,9,Great
9.8,1.04,1.28,29.1,0.416,163.9,246,1.02225,3.08,1.41,10.6,9,Great
9.3,0.36,1.16,44.6,0.167,109.3,155.6,1.01521,3.46,0.75,10.6,9,Great
12.2,1.27,0.58,44.1,0.446,211.6,363.3,1.02344,3.17,1.14,12.4,9,Great
10,1.14,0.55,56.1,0.353,191.4,382.8,1.01994,3.41,1,12.6,9,Great
8.8,1.09,1.54,32.8,0.3,234.9,133.2,1.02688,3.11,0.92,11.5,9,Great
13.6,0.9,1.24,44.7,0.331,186.3,398.3,1.01167,3.15,1.63,12.2,9,Great
9.9,0.82,1.27,40,0.172,136.5,247.9,1.01606,3.36,1.26,11.8,9,Great
10.1,1.22,0.88,53.1,0.123,221,191.9,1.01211,3.19,1.12,10.5,9,Great
11.1,1.13,0.94,49.9,0.233,168.8,309.1,1.02212,3,1.52,11.6,9,Great
12,0.78,1.16,45.5,0.339,242.3,157.8,1.01139,3.13,1.46,10.5,9,Great
12.1,0.67,0.74,44.9,0.412,97.9,130.7,1.01155,3.04,0.98,9.6,9,Great
12.7,0.75,0.8,44.4,0.131,221.9,229.7,1.0166,3.06,1.29,10.5,9,Great
9.3,1.31,0.72,53.3,0.249,212.6,366,1.00916,3.3,0.52,12.2,9,Great
7.5,0.5,0.91,34.4,0.26,157.9,220.8,1.02744,3.19,1.39,13,9,Great
13.9,1.07,1.1,43.5,0.273,191.5,234.7,1.01428,3.04,1.28,12.4,9,Great
11.2,0.33,0.79,46.1,0.316,172,345.1,1.01947,2.89,1.51,11.3,9,Great
11.2,1.02,1.11,50.5,0.365,221.1,281.7,1.01172,3.49,1.09,11.2,9,Great
12.5,1.23,1.27,37,0.234,190.9,365.7,1.01953,3.28,1.33,11.8,9,Great
9.8,0.97,0.86,50.8,0.383,175.4,318.5,1.00816,3.22,1.26,12.4,9,Great
11.3,0.64,0.35,30.9,0.192,127,330.7,1.00806,3.1,1.73,11.1,9,Great
11.6,0.86,1.16,33.5,0.323,126.7,238.2,1.01595,3.41,1.38,11.2,9,Great
12.5,1.17,1.13,50.6,0.21,273.7,341.7,1.02237,2.89,1.01,10.2,9,Great
11.7,1.22,0.62,41,0.183,177.3,322.2,1.00895,3.01,1.67,12.3,9,Great
10.6,0.91,0.95,40.1,0.342,137.7,264.4,1.03381,3.01,1.37,11.6,9,Great
12.6,1.25,1.17,59.3,0.37,230.8,387,1.02358,3.02,1.13,11.8,9,Great
8.3,0.81,0.75,43.3,0.197,139.3,347.9,1.00608,3.14,1.57,12.5,9,Great
13.4,1.33,1.41,47.8,0.268,195.1,398.1,1.01746,3.28,1.18,12.8,9,Great
12,1.28,1.1,17.4,0.174,257.9,343,1.02514,3.15,1.18,12.7,9,Great
11.7,0.97,1.14,41,0.447,196.8,289.1,1.01978,3.04,0.78,9.8,9,Great
9.9,1.05,1.45,39.3,0.433,99.4,319.6,1.02493,2.98,1.02,11.4,9,Great
10.7,0.95,1.4,49.9,0.267,228,209.8,1.01934,3.3,1.39,11.4,9,Great
10.2,0.97,1.33,48.4,0.356,216.9,237.9,1.02287,3.11,1.48,11.2,9,Great
12.5,0.92,0.8,27.1,0.226,178.9,274,1.01232,3.1,1.12,11.3,9,Great
10.2,0.98,1,47.4,0.229,233.1,280.4,1.01477,3.13,0.71,9.5,9,Great
12.6,1.3,0.45,41.1,0.211,205.5,311,1.01759,2.88,1.52,11.6,9,Great
13.6,1.41,1.2,24.1,0.384,252.9,218.7,1.02176,3.23,1.24,10.9,9,Great
13.3,0.97,1.37,33.6,0.394,205.3,216.3,1.02088,3.13,0.99,10.8,9,Great
10.1,0.85,1.01,50.6,0.296,130.3,304.7,1.01442,3.17,1.12,12.6,9,Great
10.1,1.06,0.92,42.4,0.335,125.7,272.6,1.02475,3.02,1.45,12.7,9,Great
12.6,1.3,1.15,50,0.321,206.4,346.1,1.02031,3.06,1.32,11.6,9,Great
11.1,1.39,0.96,31.2,0.27,218.7,342.5,1.02258,3.17,1.1,11.9,9,Great
8.5,1.2,0.8,36.7,0.166,138.4,325.3,1.01772,3.16,1.49,12.1,9,Great
8.4,0.9,0.83,47.2,0.223,138,273.3,1.01923,3.05,1.26,10.9,9,Great
9.9,1.05,1.45,39.3,0.433,99.4,319.6,1.02493,2.98,1.02,11.4,9,Great
13.6,0.71,1.29,54.7,0.227,144.6,365.7,1.01186,3,1.17,11.2,9,Great
12.3,0.43,1.01,21.8,0.189,165.3,392.4,1.01678,3.12,1.47,11.5,9,Great
10.3,1.32,1.2,39.3,0.207,213.2,308.9,1.0249,3.23,1.22,12.6,9,Great
9.5,1.24,0.92,56.8,0.464,214.4,367.5,1.02107,3.3,1.22,11.7,9,Great
13.4,0.76,1.18,52.9,0.43,153.2,280.6,1.02739,3.11,1.32,11.7,9,Great
8.9,1.28,1.28,28,0.212,206,309,1.02472,3.43,0.94,12.5,9,Great
14.2,0.51,1.15,32.7,0.333,218.2,389,1.01603,3.24,1,11.7,9,Great
12.6,0.78,0.46,34.6,0.154,162.6,326.4,1.01819,3.08,1.37,11.9,9,Great
11.1,0.73,1.09,50.4,0.335,120,245.5,1.02018,2.95,1.4,11,9,Great
10.7,0.45,1.03,52.9,0.413,123.3,304.2,1.01964,3.06,0.96,12.4,9,Great
10.5,1.02,0.91,49.2,0.391,191.3,350.3,1.00825,3.04,1.47,12,9,Great
10.5,1.12,1.43,39.9,0.174,192.3,164,1.01314,3.04,1.16,11.5,9,Great
12,0.64,1.29,43,0.234,96.1,300.7,1.00651,3.46,1.23,10.8,9,Great
10.4,0.77,1.33,48.6,0.235,209.3,160.5,1.00578,3.59,1.06,12.9,9,Great
10.3,0.93,1.27,47.7,0.329,116.9,210.1,1.02812,3.32,0.98,11.4,9,Great
8.7,1.2,0.91,38.3,0.207,127.3,304.4,1.01637,3.02,1.09,12.1,9,Great
10,1.15,1.3,42,0.325,170.6,333.1,1.02079,3.41,0.69,11.7,9,Great
10.5,1.22,1.25,37.2,0.331,157.7,206.5,1.01648,3.07,1.36,11.1,9,Great
11.7,1.22,0.62,41,0.183,177.3,322.2,1.00895,3.01,1.67,12.3,9,Great
13.8,0.89,1.07,43.7,0.112,172.2,314.9,1.00071,3.13,1.2,9.7,9,Great
12.6,0.87,1.23,58.2,0.289,218,408.4,1.02066,3.11,1.02,11.9,9,Great
11.2,0.98,1.06,54.6,0.175,171.6,269.5,1.02514,2.95,1.05,12.9,9,Great
12.6,0.94,0.56,40.5,0.376,174.5,341.4,1.01258,3.09,1.53,11,9,Great
13.1,0.87,1.03,39.8,0.225,161.9,251.7,1.01615,3.26,1.73,9,9,Great
13.2,1.16,0.88,23.1,0.16,247.4,229.4,1.02348,2.99,1.31,11.9,9,Great
11,1.09,1.3,44.7,0.372,130.7,305.8,1.01877,3.09,1.34,12.4,9,Great
10.2,1.34,1.23,40.1,0.3,240.2,327.7,1.02482,3.01,1.46,9.6,9,Great
13.6,0.82,1.12,50.6,0.464,153.5,232.4,1.01161,3.06,0.86,11.1,9,Great
11.8,0.6,0.96,41,0.349,76.9,193.8,1.02303,2.94,1.12,11.3,9,Great
13.8,0.55,1.37,38.9,0.268,187.3,258.5,1.01467,3.04,1.41,11.1,9,Great
12,0.8,0.35,28.9,0.159,137.8,315.6,1.01464,2.89,1.83,13.7,9,Great
12.5,0.9,0.94,47.2,0.496,176.3,392.5,1.02354,2.91,1.68,12.1,9,Great
11.5,1.22,0.56,25.9,0.073,204.6,262.7,1.00414,3.08,1.14,12.4,9,Great
7.7,1.09,0.79,53.7,0.414,200.4,324,1.02382,3.01,1.47,11.1,9,Great
12,0.97,1.01,37,0.171,158.5,292.4,1.00372,2.98,1.19,12.3,9,Great
11,0.84,0.5,44.9,0.11,111.9,208.1,1.00187,3.18,1.27,12,9,Great
13.7,0.91,1.44,51.5,0.425,227.1,236.4,1.00341,3.53,0.71,11.5,9,Great
12.6,0.81,0.99,44,0.363,195.5,332.4,1.01387,3.02,1.53,11.5,9,Great
10.6,1.32,1.22,46.4,0.177,211.6,315.8,1.02379,2.89,1.1,11.6,9,Great
10.5,0.43,1.02,38.4,0.132,228.6,222.7,1.0175,3.22,1.48,11.3,9,Great
13.9,1,1.31,34.9,0.251,232.3,159.5,1.01553,3.24,1.21,10.8,9,Great
9.8,1.13,0.95,40.6,0.231,182.7,314.8,1.01277,3.02,1.37,10.2,9,Great
10.6,1.21,0.9,46.7,0.161,186.8,251.1,1.02728,2.89,1.64,12,9,Great
11.3,0.86,1.18,35.5,0.374,94.1,324.8,1.01777,3.22,0.94,11.8,9,Great
10,0.82,1.14,41.4,0.305,89.2,170.8,1.01703,3.14,1.4,11.3,9,Great
8.3,1.33,0.55,42.1,0.247,153.5,209.9,1.01053,3.1,1.57,12.4,9,Great
12.2,0.55,0.97,58.5,0.391,168.2,339.8,1.02881,2.99,1.13,10,9,Great
7.8,1.3,0.62,49.6,0.155,240.7,290.5,1.01036,2.99,1.51,11.3,9,Great
13.7,0.64,1.24,41.9,0.204,161.6,366.8,1.00928,3.22,0.73,10.5,9,Great
10.3,1.15,1.13,38.7,0.134,157.4,341.2,1.02025,3.16,1.22,11.7,9,Great
8.9,1.11,0.72,31.4,0.194,173.7,121.7,1.01914,3.14,1.29,10.8,9,Great
10.9,0.74,0.92,36,0.291,191.2,318.3,1.02439,3.21,1.13,11.2,9,Great
11.5,0.53,1.25,25.3,0.102,188.1,344.4,1.01641,3.23,1.3,12.5,9,Great
10.7,0.64,0.51,26.7,0.185,194.4,253.3,1.00834,3.05,1.61,11.5,9,Great
9.9,1.28,1.38,45.7,0.191,213.2,99.4,1.00136,2.97,1.12,11,9,Great
9.3,0.88,1.02,52.7,0.306,157.7,310.4,1.01324,3.12,1.27,11.7,9,Great
14.1,0.76,1.23,49.9,0.213,171.8,287.1,1.01415,2.81,1.28,11.5,9,Great
11.9,0.74,0.96,35.4,0.316,186.6,203.3,1.0094,3.24,1.49,10.8,9,Great
10,1.31,1.18,45.7,0.344,199,373.4,1.00416,3.4,1.5,11.3,9,Great
13,1,1,42.8,0.296,158,264.8,1.02917,3,1.07,8.9,9,Great
12.3,1.04,0.86,46.2,0.244,159.1,375.5,1.01113,2.99,0.75,12.2,9,Great
9.3,1.31,0.72,53.3,0.249,212.6,366,1.00916,3.3,0.52,12.2,9,Great
13.8,0.85,0.87,55.2,0.288,134.5,232.8,1.01875,3.16,0.97,10.7,9,Great
11.3,1,1,56.7,0.359,180.8,388.2,1.02871,3.2,1.24,12.5,9,Great
10.8,0.68,0.92,37.1,0.059,106.8,258.5,1.01909,3.06,1.36,12.5,9,Great
12.9,0.83,1.5,47.5,0.341,98.9,385.1,1.02191,3.44,1.28,10.6,9,Great
12,0.64,1.29,43,0.234,96.1,300.7,1.00651,3.46,1.23,10.8,9,Great
11.6,1.42,1.31,55,0.217,243.6,326.5,1.01647,3.14,1,12.8,9,Great
8.6,1.07,1.21,52.7,0.333,119.8,280.3,1.02597,3.37,1.22,11,9,Great
11.5,1.18,1.15,49.7,0.281,148.9,304.7,1.01823,3.05,1.28,10.7,9,Great
10.2,0.52,0.95,42.8,0.188,100.6,271.9,1.01853,3.3,0.86,10.4,9,Great
10.9,0.61,1.06,32.6,0.141,213,212.8,1.01486,3.25,1.32,10.2,9,Great
11.3,1.05,1.21,30,0.181,148.2,305.8,1.02785,3.29,1.77,12.4,9,Great
11.5,0.97,0.64,41.4,0.314,142.4,267.3,1.01603,3.12,0.92,10.7,9,Great
10.2,0.8,1.1,35.5,0.333,174.8,149.6,1.0063,3.23,1.29,11,9,Great
8.6,1.03,0.81,41.3,0.286,216.7,328.9,1.00605,2.97,1.43,11.4,9,Great
8.8,0.82,0.85,52.1,0.22,80.1,280.6,1.00956,3.39,1.55,11.6,9,Great
10.9,1.25,1.49,43.2,0.222,144.2,150.4,1.0306,3.16,1.15,11.7,9,Great
9.9,0.82,1.07,37.8,0.19,104.1,294.2,1.02285,3.17,1.27,11.3,9,Great
11.4,0.68,1.44,49,0.233,64.4,176.9,1.01936,3.2,0.97,10.8,9,Great
12.2,0.5,0.98,48.7,0.291,156.2,336.7,1.00899,3.37,0.91,10.7,9,Great
10.5,1.08,1.37,39.5,0.3,172.2,300.5,1.02792,2.93,1.08,12.8,9,Great
8,0.98,1.27,45.2,0.216,120.5,227.1,1.01527,3.16,1.23,12.4,9,Great
12,0.91,0.96,52.5,0.231,176.1,365.9,1.01116,3.18,1.58,12,9,Great
11.7,1.27,1.02,43.8,0.188,165.1,281.8,1.0197,3.07,1.23,11.6,9,Great
11.6,0.95,0.87,43.5,0.262,182.1,234.6,1.01476,3.18,1.37,10.4,9,Great
12.3,0.38,0.69,46.5,0.196,164.1,276.4,1.0155,3.03,1.16,9.9,9,Great
9.9,1,1.17,35.5,0.199,206.7,224.5,1.02429,3.47,1.2,13.2,9,Great
11.1,0.73,1.36,42.3,0.148,124.5,371.9,1.01779,3.39,0.64,11.9,9,Great
7.4,0.56,0.99,34.3,0.386,182.8,145.8,1.02073,3.24,0.94,10,9,Great
8.1,0.84,1.23,31.9,0.359,117.1,279.8,1.01507,2.88,1.66,13,9,Great
12.4,1.11,1.12,31.4,0.266,177.2,292.2,1.02957,2.95,1.8,11.5,9,Great
11.8,0.44,0.91,22.8,0.188,204.9,279.3,1.02103,3.26,1.16,11.5,9,Great
6.9,0.88,0.69,48.2,0.174,104.1,173,1.01021,3.25,1.07,11.5,9,Great
11.5,0.76,1.27,48.7,0.409,118.8,214.3,1.01678,3.1,0.79,11.3,9,Great
13.7,0.88,1.12,40.2,0.174,111.4,290.1,1.01331,2.98,1.54,10.1,9,Great
9.7,1.38,0.77,55.9,0.232,161,392.9,1.00578,2.96,1.23,12.9,9,Great
13.8,0.96,0.57,48,0.238,252.8,225.9,1.00928,2.79,1.59,10.9,9,Great
14.4,1.52,0.93,53.9,0.275,261.3,389.1,1.02368,3.21,1.06,10.4,9,Great
6.9,0.96,1.15,47,0.273,144.2,227.8,1.01807,3.12,1.19,10.7,9,Great
9.8,0.81,0.91,52.5,0.319,157,282.8,1.02032,3.19,1.34,11.9,9,Great
10.2,1.05,1.48,48.3,0.409,54.7,170.4,1.01982,2.99,0.96,11.9,9,Great
11.7,0.45,0.58,38.4,0.249,134,261.7,1.01591,2.95,1.62,11.9,9,Great
9.5,1.18,1.14,30.7,0.209,162,253.8,1.00965,3.26,1.19,11.7,9,Great
12.6,1.4,0.95,41.8,0.348,191.6,409,1.02471,2.91,1.57,13.2,9,Great
14.3,0.85,1.3,50.2,0.435,198,339.4,1.02661,2.99,1.29,11.5,9,Great
11.5,1.27,1.08,53.3,0.472,196.7,395.3,1.02407,2.92,1.32,10.9,9,Great
10.9,0.53,1.21,43,0.277,249.2,386.6,1.01698,3.06,1.19,11.3,9,Great
12.4,1.02,0.79,26.2,0.324,209.7,207.7,1.01169,3.29,1.61,12.3,9,Great
9.6,1.12,1.12,35.7,0.055,160.8,233.5,1.0138,3.07,1.08,10.9,9,Great
12.2,0.59,1.12,29.5,0.204,255.1,212.4,1.01282,2.91,1.58,10.7,9,Great
11.8,0.84,1.32,52.7,0.128,161.2,289.6,1.00524,2.95,0.95,13.2,9,Great
10.4,0.97,0.9,46.6,0.301,193.4,169.6,1.0096,2.84,0.91,11.7,9,Great
12.2,0.84,1.18,46.9,0.395,106,257.4,1.02443,3.17,0.62,12.8,9,Great
11.5,0.83,1.24,27.6,0.266,152.7,298.1,1.0088,3.26,1.41,12.6,9,Great
14,0.75,0.86,21.1,0.244,186.9,309.7,1.01128,3.02,1.38,11.5,9,Great
8.1,1,0.98,33.4,0.098,147.8,287.6,1.01222,3.11,1.37,12.4,9,Great
8.8,0.91,0.93,44.2,0.193,153.8,305.1,1.01605,3.35,1.3,10.7,9,Great
11.3,0.64,1.44,38.2,0.249,167.5,227.1,1.01201,3.42,1.53,12.4,9,Great
10.6,1.32,1.22,46.4,0.177,211.6,315.8,1.02379,2.89,1.1,11.6,9,Great
12.3,1.28,1.21,41.7,0.356,141.6,308.9,0.99998,3.17,1.61,11.1,9,Great
12.5,0.45,0.79,39.8,0.353,121.9,147.4,1.0189,3.54,1.03,10.7,9,Great
11.3,1.27,1.37,35.3,0.228,212.1,230.4,1.01831,3.1,0.93,11.3,9,Great
10.5,0.75,1.23,45.6,0.249,175.4,356.1,1.02563,3.05,1.73,11.6,9,Great
11.7,1.23,1.49,41.3,0.156,171.9,176.4,1.01455,3.03,1.74,12.6,9,Great
11.8,0.8,1.24,43.1,0.362,243.1,260.8,1.02416,2.79,1.66,10.8,9,Great
10.4,0.84,1.08,37.3,0.326,91.1,230.9,1.01965,3.26,1.18,12.6,9,Great
11.3,0.88,0.56,19.1,0.208,115,284,1.00796,2.95,1.27,12.3,9,Great
9.3,1.23,1.04,37.2,0.205,210.7,279.2,1.01597,3.1,1.43,12.3,9,Great
13.2,1.16,0.88,23.1,0.16,247.4,229.4,1.02348,2.99,1.31,11.9,9,Great
14.5,1.13,0.74,46.6,0.304,217.1,322.1,1.02985,3.03,1.47,12.5,9,Great
12.5,0.51,1.18,47.5,0.277,173.8,329.9,1.00602,3.56,1.39,11.5,9,Great
13.9,0.42,1.01,43.5,0.322,207.6,251.6,1.02235,3.16,0.75,11,9,Great
8.1,0.85,1.06,38.9,0.265,198.6,196.3,1.02074,3.37,1.16,11.9,9,Great
14.5,0.9,0.91,49.6,0.2,209.9,368,1.01646,2.99,1.45,12.8,9,Great
11.2,1.05,1.01,54.3,0.226,132.2,304.8,1.03083,3.27,1.15,10.8,9,Great
12.1,0.69,0.51,51.9,0.302,202.9,332.3,1.01919,3.2,1.32,10.7,9,Great
8.3,1.12,0.98,39.6,0.312,182.1,191.2,1.01719,3.06,0.74,11.4,9,Great
12.7,1.11,0.92,43.9,0.166,197.3,281.8,0.99974,3.25,1.01,10.3,9,Great
9.2,0.67,0.97,39,0.232,231.1,281.9,1.02209,3.07,1.15,12.7,9,Great
13.6,0.73,1.1,26.9,0.248,100.9,225.4,1.01934,3,1.56,12.7,9,Great
12.7,0.65,0.73,56.1,0.412,177.7,333.9,1.02352,3.31,0.82,12.5,9,Great
14,0.87,0.7,53.2,0.247,202.1,262.9,1.01092,2.89,1.64,11,9,Great
10.7,0.98,1.11,51.9,0.189,115.3,283.1,1.01556,3.26,1.17,11.5,9,Great
13.6,0.68,1.04,53.1,0.225,105.5,198.8,1.0159,3.1,1.12,9.6,9,Great
11.9,1.09,0.86,50.4,0.198,253.3,177.4,1.00383,3.13,1.2,10.9,9,Great
11.3,0.99,0.95,56.7,0.232,206.9,236.5,1.00912,3.16,0.92,11.2,9,Great
9.8,1.13,0.95,40.6,0.231,182.7,314.8,1.01277,3.02,1.37,10.2,9,Great
